"ID" "ageOfParent" "sexOfParent" "survivalProb" "expectedAgeAtDeath" "mutationProbGametes" "mutationProbSC" "meanMutBias" "sdMutEffectSize" "mutationProbAgeGenes"
"460_0.0024_0.0024_0.02_0.024_0.003" 34 "M" 0.99158 16.2417 0.0024 0.0024 0.02 0.024 0.003
"460_0.0024_0.0024_0.02_0.024_0.003" 34 "M" 0.989938 15.7901 0.0024 0.0024 0.02 0.024 0.003
"460_0.0024_0.0024_0.02_0.024_0.003" 35 "M" 0.996586 17.7817 0.0024 0.0024 0.02 0.024 0.003
"460_0.0024_0.0024_0.02_0.024_0.003" 35 "M" 0.998335 18.3866 0.0024 0.0024 0.02 0.024 0.003
"460_0.0024_0.0024_0.02_0.024_0.003" 35 "M" 0.998335 18.3866 0.0024 0.0024 0.02 0.024 0.003
"460_0.0024_0.0024_0.02_0.024_0.003" 36 "M" 0.99704 17.9352 0.0024 0.0024 0.02 0.024 0.003
"460_0.0024_0.0024_0.02_0.024_0.003" 38 "M" 0.994131 16.9935 0.0024 0.0024 0.02 0.024 0.003
"460_0.0024_0.0024_0.02_0.024_0.003" 38 "M" 0.988184 15.3332 0.0024 0.0024 0.02 0.024 0.003
"460_0.0024_0.0024_0.02_0.024_0.003" 39 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 28 "M" 0.994359 17.0638 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 28 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 29 "M" 0.98711 15.0654 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 29 "M" 0.980536 13.6005 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 29 "M" 0.98711 15.0654 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 29 "M" 0.98515 14.5989 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 30 "M" 0.999685 18.8809 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 30 "M" 0.995072 17.2876 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 30 "M" 0.999685 18.8809 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 31 "M" 0.996035 17.5988 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 31 "M" 0.996035 17.5988 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 31 "M" 0.996035 17.5988 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 32 "M" 0.995978 17.5801 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 33 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 35 "M" 0.992846 16.6069 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 36 "M" 0.999405 18.7763 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 36 "M" 0.999405 18.7763 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 37 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 37 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 37 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 37 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 38 "M" 0.997148 17.9718 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 39 "M" 0.997133 17.9667 0.0024 0.0024 0.02 0.024 0.003
"523_0.0024_0.0024_0.02_0.024_0.003" 39 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 21 "M" 0.9922 16.4186 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 21 "M" 0.988777 15.4848 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 21 "M" 0.9922 16.4186 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 22 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 22 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 23 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 24 "M" 0.999813 18.9292 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 24 "M" 0.999852 18.9438 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 25 "M" 0.994386 17.0724 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 26 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 27 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 27 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 27 "M" 0.98884 15.501 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 27 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 28 "M" 0.990149 15.8469 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 28 "M" 0.973234 12.2577 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 28 "M" 0.990149 15.8469 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 28 "M" 0.989826 15.7601 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 30 "M" 0.99307 16.673 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 30 "M" 0.990797 16.0232 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 31 "M" 0.997558 18.1132 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 31 "M" 0.997558 18.1132 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 31 "M" 0.997558 18.1132 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 31 "M" 0.996669 17.8094 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 32 "M" 0.993881 16.917 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 32 "M" 0.993881 16.917 0.0024 0.0024 0.02 0.024 0.003
"556_0.0024_0.0024_0.02_0.024_0.003" 32 "M" 0.993881 16.917 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 19 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 20 "M" 0.994379 17.07 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 20 "M" 0.999925 18.9715 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 20 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 21 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 22 "M" 0.996883 17.8818 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 22 "M" 0.996883 17.8818 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 22 "M" 0.99189 16.3295 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 22 "M" 0.979996 13.4919 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 22 "M" 0.996883 17.8818 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 22 "M" 0.996883 17.8818 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 22 "M" 0.989377 15.6411 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 23 "M" 0.996755 17.8387 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 24 "M" 0.987547 15.1733 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 24 "M" 0.994359 17.0638 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 25 "M" 0.998736 18.531 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 25 "M" 0.993477 16.7945 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 26 "M" 0.995532 17.4349 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 26 "M" 0.999669 18.875 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 27 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 27 "M" 0.99005 15.8202 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 27 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 28 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 29 "M" 0.993955 16.9396 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 29 "M" 0.996408 17.7224 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 29 "M" 0.988538 15.4233 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 30 "M" 0.999792 18.9212 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 30 "M" 0.999792 18.9212 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 30 "M" 0.998748 18.5353 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 30 "M" 0.999792 18.9212 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 31 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 32 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 32 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 32 "M" 0.996513 17.7572 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 33 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 33 "M" 0.996293 17.6841 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 34 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 34 "M" 0.998269 18.3631 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 34 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 34 "M" 0.997837 18.2104 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 35 "M" 0.994089 16.9807 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 36 "M" 0.998573 18.4719 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 38 "M" 0.998241 18.3532 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 38 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 39 "M" 0.9969 17.8875 0.0024 0.0024 0.02 0.024 0.003
"746_0.0024_0.0024_0.02_0.024_0.003" 39 "M" 0.994772 17.193 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 1 "F" 0.987125 15.0691 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 1 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 2 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 2 "F" 0.994904 17.2345 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 3 "F" 0.999326 18.7472 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 3 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 4 "F" 0.995885 17.5497 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 4 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 5 "F" 0.984867 14.5336 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 5 "F" 0.984959 14.5548 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 6 "F" 0.991859 16.3209 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 6 "F" 0.99936 18.7599 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 7 "F" 0.995382 17.3866 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 7 "F" 0.995532 17.4349 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 8 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 8 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 9 "F" 0.998209 18.3418 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 9 "F" 0.998209 18.3418 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 10 "F" 0.999599 18.8488 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 10 "F" 0.997962 18.2543 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 11 "F" 0.993644 16.8449 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 11 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 12 "F" 0.99356 16.8195 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 12 "F" 0.991867 16.3231 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 13 "F" 0.997875 18.2237 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 13 "F" 0.997875 18.2237 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 14 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 14 "F" 0.974864 12.5355 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 15 "F" 0.993255 16.7282 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 15 "F" 0.999441 18.7898 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 16 "F" 0.999275 18.7282 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 16 "F" 0.997032 17.9324 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 17 "F" 0.999927 18.9723 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 17 "F" 0.999927 18.9723 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 18 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 18 "F" 0.995959 17.5739 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 19 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 19 "F" 0.998203 18.3397 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 20 "F" 0.999368 18.7628 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 20 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 21 "F" 0.995937 17.5667 0.0024 0.0024 0.02 0.024 0.003
"764_0.0024_0.0024_0.02_0.024_0.003" 21 "F" 0.998695 18.516 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 1 "F" 0.993753 16.878 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 1 "F" 0.994086 16.9797 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 2 "F" 0.994885 17.2284 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 2 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 3 "F" 0.999391 18.7711 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 3 "F" 0.993455 16.788 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 4 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 4 "F" 0.995993 17.5851 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 5 "F" 0.998244 18.3544 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 5 "F" 0.998244 18.3544 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 6 "F" 0.99941 18.7781 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 6 "F" 0.982094 13.9231 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 7 "F" 0.999385 18.7692 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 7 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 8 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 8 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 9 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 9 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 10 "F" 0.997366 18.0466 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 10 "F" 0.998524 18.4545 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 11 "F" 0.997974 18.2587 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 11 "F" 0.998868 18.5788 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 12 "F" 0.996935 17.8993 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 12 "F" 0.996935 17.8993 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 13 "F" 0.993333 16.7515 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 13 "F" 0.995521 17.4315 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 14 "F" 0.990019 15.8117 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 14 "F" 0.977694 13.0467 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 15 "F" 0.998806 18.5564 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 15 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 16 "F" 0.999498 18.8109 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 16 "F" 0.999498 18.8109 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 17 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 17 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 18 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 18 "F" 0.998558 18.4666 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 19 "F" 0.993223 16.7184 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 19 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 20 "F" 0.998667 18.5059 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 20 "F" 0.998793 18.5514 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 21 "F" 0.990937 16.0618 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 21 "F" 0.984751 14.5071 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 22 "F" 0.990495 15.9406 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 22 "F" 0.993087 16.6779 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 23 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 23 "F" 0.999906 18.9644 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 24 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 24 "F" 1 19 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 25 "F" 0.998252 18.3572 0.0024 0.0024 0.02 0.024 0.003
"833_0.0024_0.0024_0.02_0.024_0.003" 25 "F" 0.995512 17.4287 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 12 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 12 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 14 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 14 "M" 0.995743 17.5035 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 15 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 15 "M" 0.995222 17.3354 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 15 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 15 "M" 0.988694 15.4633 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 15 "M" 0.999053 18.6463 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 15 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 16 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 16 "M" 0.98629 14.8667 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 16 "M" 0.998561 18.4677 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 16 "M" 0.992523 16.5123 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 17 "M" 0.990492 15.9398 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 17 "M" 0.98756 15.1764 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 18 "M" 0.984048 14.3482 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 18 "M" 0.97925 13.3446 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 18 "M" 0.984048 14.3482 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 18 "M" 0.984048 14.3482 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 18 "M" 0.984048 14.3482 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 19 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 19 "M" 0.996144 17.6348 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 19 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
"870_0.0024_0.0024_0.02_0.024_0.003" 19 "M" 1 19 0.0024 0.0024 0.02 0.024 0.003
