"ID" "ageOfParent" "sexOfParent" "survivalProb" "expectedAgeAtDeath" "mutationProbGametes" "mutationProbSC" "meanMutBias" "sdMutEffectSize" "mutationProbAgeGenes"
"837_0.0024_0.0024_-0.022_0.024_0.0036" 5 "F" 0.895147 5.68403 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 5 "F" 0.686854 1.87779 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 6 "F" 0.843207 4.0263 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 6 "F" 0.833767 3.8095 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 7 "F" 0.740014 2.36715 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 7 "F" 0.567565 1.17008 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 8 "F" 0.775947 2.80444 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 8 "F" 0.399425 0.611484 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 9 "F" 0.5777 1.21639 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 9 "F" 0.309377 0.416247 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 10 "F" 0.662471 1.69794 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 10 "F" 0.449393 0.744967 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 11 "F" 0.679708 1.82264 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 11 "F" 0.684704 1.86098 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 12 "F" 0.555056 1.11552 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 12 "F" 0.562107 1.14593 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 13 "F" 0.448249 0.741664 0.0024 0.0024 -0.022 0.024 0.0036
"837_0.0024_0.0024_-0.022_0.024_0.0036" 13 "F" 0.513876 0.95382 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 0 "F" 0.95732 10.0441 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 0 "F" 0.973043 12.2259 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 1 "F" 0.892419 5.5702 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 1 "F" 0.899897 5.8919 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 2 "F" 0.660241 1.68261 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 2 "F" 0.822549 3.57501 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 3 "F" 0.976194 12.7712 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 3 "F" 0.975011 12.5612 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 4 "F" 0.971073 11.9064 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 4 "F" 0.964146 10.8961 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 5 "F" 0.816446 3.4568 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 5 "F" 0.769624 2.71945 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 6 "F" 0.800665 3.17767 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 6 "F" 0.796791 3.11441 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 7 "F" 0.702861 2.00949 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 7 "F" 0.700057 1.98556 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 8 "F" 0.631238 1.49798 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 8 "F" 0.685026 1.86348 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 9 "F" 0.621297 1.4404 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 9 "F" 0.309071 0.415663 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 10 "F" 0.665516 1.71917 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 10 "F" 0.557641 1.12657 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 11 "F" 0.692804 1.92538 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 11 "F" 0.635936 1.52614 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 12 "F" 0.550287 1.09544 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 12 "F" 0.567945 1.17178 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 13 "F" 0.508634 0.934995 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 13 "F" 0.424623 0.676142 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 14 "F" 0.615012 1.40536 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 14 "F" 0.438005 0.712636 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 15 "F" 0.631457 1.49928 0.0024 0.0024 -0.022 0.024 0.0036
"885_0.0024_0.0024_-0.022_0.024_0.0036" 15 "F" 0.649277 1.60969 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 11 "F" 0.330898 0.458477 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 11 "F" 0.697284 1.96226 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 12 "F" 0.601847 1.33511 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 12 "F" 0.585473 1.25326 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 13 "F" 0.521166 0.980622 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 13 "F" 0.601567 1.33366 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 14 "F" 0.654827 1.6461 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 14 "F" 0.630171 1.49167 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 15 "F" 0.58868 1.26884 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 15 "F" 0.774666 2.78691 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 16 "F" 0.447165 0.738545 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 16 "F" 0.29835 0.395541 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 17 "F" 0.356284 0.511647 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 17 "F" 0.512065 0.947273 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 18 "F" 0.62396 1.45557 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 18 "F" 0.641368 1.5595 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 19 "F" 0.388503 0.584981 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 19 "F" 0.417718 0.657913 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 20 "F" 0.568886 1.176 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 20 "F" 0.298548 0.395908 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 21 "F" 0.0476021 0.0473639 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 21 "F" 0.128335 0.138846 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 22 "F" 0.618235 1.4232 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 22 "F" 0.625339 1.46349 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 23 "F" 0.510825 0.942818 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 23 "F" 0.516143 0.962075 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 24 "F" 0.489381 0.868853 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 24 "F" 0.717994 2.14559 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 25 "F" 0.591204 1.28125 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 25 "F" 0.545718 1.07655 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 26 "F" 0.200335 0.235053 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 26 "F" 0.510946 0.943251 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 27 "F" 0.187786 0.217132 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 27 "F" 0.48612 0.858094 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 28 "F" 0.523101 0.987859 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 28 "F" 0.540608 1.05583 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 29 "F" 0.496084 0.891358 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 29 "F" 0.538223 1.04629 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 30 "F" 0.497322 0.895577 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 30 "F" 0.306648 0.411065 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 31 "F" 0.594264 1.29648 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 31 "F" 0.562524 1.14776 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 32 "F" 0.592263 1.2865 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 32 "F" 0.6246 1.45924 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 33 "F" 0.443526 0.72816 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 33 "F" 0.115427 0.123161 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 34 "F" 0.364132 0.528877 0.0024 0.0024 -0.022 0.024 0.0036
"939_0.0024_0.0024_-0.022_0.024_0.0036" 34 "F" 0.54355 1.06771 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 10 "M" 0.753893 2.52359 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 10 "M" 0.375512 0.554573 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 10 "M" 0.73623 2.32689 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 11 "M" 0.302078 0.402473 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 12 "M" 0.662085 1.69528 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 13 "M" 0.423184 0.672309 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 13 "M" 0.58038 1.22896 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 13 "M" 0.480589 0.840127 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 13 "M" 0.675399 1.7904 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 14 "M" 0.290448 0.381073 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 14 "M" 0.583294 1.2428 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 14 "M" 0.315968 0.428917 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 15 "M" 0.625082 1.46201 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 17 "M" 0.204935 0.241755 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 17 "M" 0.605204 1.35263 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 18 "M" 0.669433 1.74696 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 18 "M" 0.647637 1.59913 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 18 "M" 0.686633 1.87605 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 19 "M" 0.481181 0.842036 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 20 "M" 0.46984 0.806188 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 20 "M" 0.695373 1.94641 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 20 "M" 0.670338 1.75347 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 21 "M" 0.572052 1.19034 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 21 "M" 0.582232 1.23774 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 21 "M" 0.233484 0.285033 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 21 "M" 0.634164 1.51544 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 22 "M" 0.424705 0.67636 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 22 "M" 0.710768 2.0791 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 23 "M" 0.462813 0.78467 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 23 "M" 0.699176 1.97811 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 24 "M" 0.26941 0.343977 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 24 "M" 0.7967 3.11294 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 25 "M" 0.418946 0.661127 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 25 "M" 0.671242 1.75999 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 26 "M" 0.555026 1.11539 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 26 "M" 0.540949 1.05719 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 26 "M" 0.221984 0.267243 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 26 "M" 0.385242 0.577238 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 26 "M" 0.683433 1.85113 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 26 "M" 0.705666 2.03382 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 27 "M" 0.423778 0.673891 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 29 "M" 0.594353 1.29693 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 29 "M" 0.319902 0.43659 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 29 "M" 0.621005 1.43876 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 30 "M" 0.701814 2.00051 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 30 "M" 0.282176 0.366246 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 30 "M" 0.717437 2.14036 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 30 "M" 0.710628 2.07784 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 32 "M" 0.698686 1.97399 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 32 "M" 0.738571 2.35168 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 33 "M" 0.620051 1.43337 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 33 "M" 0.64142 1.55983 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 34 "M" 0.522956 0.987314 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 34 "M" 0.650486 1.61754 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 34 "M" 0.668393 1.73953 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 36 "M" 0.666573 1.72661 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 37 "M" 0.38351 0.573155 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 38 "M" 0.644581 1.57966 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 38 "M" 0.723229 2.19558 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 38 "M" 0.715305 2.12051 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 39 "M" 0.707538 2.05028 0.0024 0.0024 -0.022 0.024 0.0036
"967_0.0024_0.0024_-0.022_0.024_0.0036" 39 "M" 0.722933 2.19271 0.0024 0.0024 -0.022 0.024 0.0036
"113_0.0024_0.0024_-0.043_0.024_0.003" 12 "M" 0.507888 0.932343 0.0024 0.0024 -0.043 0.024 0.003
"113_0.0024_0.0024_-0.043_0.024_0.003" 12 "M" 0.675237 1.78921 0.0024 0.0024 -0.043 0.024 0.003
"136_0.0024_0.0024_-0.043_0.024_0.003" 1 "F" 0.543632 1.06804 0.0024 0.0024 -0.043 0.024 0.003
"136_0.0024_0.0024_-0.043_0.024_0.003" 1 "F" 0.543632 1.06804 0.0024 0.0024 -0.043 0.024 0.003
"153_0.0024_0.0024_-0.043_0.024_0.003" 1 "F" 0.528201 1.00719 0.0024 0.0024 -0.043 0.024 0.003
"153_0.0024_0.0024_-0.043_0.024_0.003" 1 "F" 0.517922 0.968604 0.0024 0.0024 -0.043 0.024 0.003
"189_0.0024_0.0024_-0.043_0.024_0.003" 15 "F" 0.435936 0.706889 0.0024 0.0024 -0.043 0.024 0.003
"189_0.0024_0.0024_-0.043_0.024_0.003" 15 "F" 0.0796129 0.0818205 0.0024 0.0024 -0.043 0.024 0.003
"272_0.0024_0.0024_-0.043_0.024_0.003" 36 "M" 0.286023 0.373102 0.0024 0.0024 -0.043 0.024 0.003
"272_0.0024_0.0024_-0.043_0.024_0.003" 37 "M" 0.117145 0.125223 0.0024 0.0024 -0.043 0.024 0.003
"272_0.0024_0.0024_-0.043_0.024_0.003" 37 "M" 0.185844 0.214406 0.0024 0.0024 -0.043 0.024 0.003
"272_0.0024_0.0024_-0.043_0.024_0.003" 37 "M" 0.570213 1.18199 0.0024 0.0024 -0.043 0.024 0.003
"272_0.0024_0.0024_-0.043_0.024_0.003" 37 "M" 0.588065 1.26584 0.0024 0.0024 -0.043 0.024 0.003
"272_0.0024_0.0024_-0.043_0.024_0.003" 37 "M" 0.564683 1.15726 0.0024 0.0024 -0.043 0.024 0.003
"315_0.0024_0.0024_-0.043_0.024_0.003" 6 "F" 0.221508 0.266516 0.0024 0.0024 -0.043 0.024 0.003
"315_0.0024_0.0024_-0.043_0.024_0.003" 6 "F" 0.36418 0.528984 0.0024 0.0024 -0.043 0.024 0.003
"315_0.0024_0.0024_-0.043_0.024_0.003" 7 "F" 0.123977 0.133502 0.0024 0.0024 -0.043 0.024 0.003
"315_0.0024_0.0024_-0.043_0.024_0.003" 7 "F" 0.378896 0.56238 0.0024 0.0024 -0.043 0.024 0.003
"343_0.0024_0.0024_-0.043_0.024_0.003" 10 "F" 0.39058 0.589953 0.0024 0.0024 -0.043 0.024 0.003
"343_0.0024_0.0024_-0.043_0.024_0.003" 10 "F" 0.393111 0.596055 0.0024 0.0024 -0.043 0.024 0.003
"343_0.0024_0.0024_-0.043_0.024_0.003" 11 "F" 0.0707898 0.072099 0.0024 0.0024 -0.043 0.024 0.003
"343_0.0024_0.0024_-0.043_0.024_0.003" 11 "F" 0.433953 0.701418 0.0024 0.0024 -0.043 0.024 0.003
"368_0.0024_0.0024_-0.043_0.024_0.003" 30 "F" 0.342286 0.481859 0.0024 0.0024 -0.043 0.024 0.003
"368_0.0024_0.0024_-0.043_0.024_0.003" 30 "F" 0.395134 0.600967 0.0024 0.0024 -0.043 0.024 0.003
"368_0.0024_0.0024_-0.043_0.024_0.003" 31 "F" 0.251606 0.314105 0.0024 0.0024 -0.043 0.024 0.003
"368_0.0024_0.0024_-0.043_0.024_0.003" 31 "F" 0.38982 0.58813 0.0024 0.0024 -0.043 0.024 0.003
"512_0.0024_0.0024_-0.043_0.024_0.003" 11 "M" 0.00840635 0.00805032 0.0024 0.0024 -0.043 0.024 0.003
"512_0.0024_0.0024_-0.043_0.024_0.003" 11 "M" 0.568998 1.17651 0.0024 0.0024 -0.043 0.024 0.003
"512_0.0024_0.0024_-0.043_0.024_0.003" 11 "M" 0.556783 1.12289 0.0024 0.0024 -0.043 0.024 0.003
"512_0.0024_0.0024_-0.043_0.024_0.003" 12 "M" 0.090612 0.0941893 0.0024 0.0024 -0.043 0.024 0.003
"512_0.0024_0.0024_-0.043_0.024_0.003" 13 "M" 0.547064 1.08208 0.0024 0.0024 -0.043 0.024 0.003
"512_0.0024_0.0024_-0.043_0.024_0.003" 13 "M" 0.23918 0.29403 0.0024 0.0024 -0.043 0.024 0.003
"512_0.0024_0.0024_-0.043_0.024_0.003" 13 "M" 0.59277 1.28902 0.0024 0.0024 -0.043 0.024 0.003
"512_0.0024_0.0024_-0.043_0.024_0.003" 13 "M" 0.128484 0.139029 0.0024 0.0024 -0.043 0.024 0.003
"512_0.0024_0.0024_-0.043_0.024_0.003" 13 "M" 0.593073 1.29053 0.0024 0.0024 -0.043 0.024 0.003
"546_0.0024_0.0024_-0.043_0.024_0.003" 0 "M" 0.920263 6.95226 0.0024 0.0024 -0.043 0.024 0.003
"546_0.0024_0.0024_-0.043_0.024_0.003" 1 "M" 0.959832 10.3431 0.0024 0.0024 -0.043 0.024 0.003
"546_0.0024_0.0024_-0.043_0.024_0.003" 1 "M" 0.952531 9.51579 0.0024 0.0024 -0.043 0.024 0.003
"546_0.0024_0.0024_-0.043_0.024_0.003" 2 "M" 0.892699 5.58172 0.0024 0.0024 -0.043 0.024 0.003
"546_0.0024_0.0024_-0.043_0.024_0.003" 2 "M" 0.505293 0.923181 0.0024 0.0024 -0.043 0.024 0.003
"546_0.0024_0.0024_-0.043_0.024_0.003" 3 "M" 0.814572 3.42172 0.0024 0.0024 -0.043 0.024 0.003
"546_0.0024_0.0024_-0.043_0.024_0.003" 3 "M" 0.450182 0.747252 0.0024 0.0024 -0.043 0.024 0.003
"546_0.0024_0.0024_-0.043_0.024_0.003" 4 "M" 0.643552 1.57317 0.0024 0.0024 -0.043 0.024 0.003
"546_0.0024_0.0024_-0.043_0.024_0.003" 4 "M" 0.460234 0.776899 0.0024 0.0024 -0.043 0.024 0.003
"566_0.0024_0.0024_-0.043_0.024_0.003" 1 "M" 0.79741 3.12438 0.0024 0.0024 -0.043 0.024 0.003
