"ID" "ageOfParent" "sexOfParent" "survivalProb" "expectedAgeAtDeath" "mutationProbGametes" "mutationProbSC" "meanMutBias" "sdMutEffectSize" "mutationProbAgeGenes"
"745_0.002_0.002_-0.022_0.024_0" 9 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 9 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 10 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 10 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 10 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 10 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 10 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 11 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 11 "M" 1 19 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 12 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 13 "M" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 14 "M" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 14 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 16 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 16 "M" 1 19 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 17 "M" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 17 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 17 "M" 1 19 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 17 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"745_0.002_0.002_-0.022_0.024_0" 18 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 9 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 9 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 10 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 10 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 11 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 11 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 12 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 12 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 13 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 13 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 14 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 14 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 15 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 15 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 16 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 16 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 17 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 17 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 18 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 18 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 19 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 19 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 20 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 20 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 21 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"751_0.002_0.002_-0.022_0.024_0" 21 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 4 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 4 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 5 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 5 "F" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 6 "F" 0.67032 1.75333 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 6 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 7 "F" 0.67032 1.75333 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 7 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 8 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 8 "F" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 9 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 9 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 10 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 10 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 11 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 11 "F" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 12 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 12 "F" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 13 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 13 "F" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 14 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 14 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 15 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 15 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 16 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"760_0.002_0.002_-0.022_0.024_0" 16 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 11 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 11 "M" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 11 "M" 1 19 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 11 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 11 "M" 0.704688 2.02529 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 12 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 13 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 13 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 13 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 13 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 14 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 15 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 16 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 16 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 16 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 16 "M" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 16 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 17 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 17 "M" 1 19 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 18 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 18 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 19 "M" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 19 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 20 "M" 0.704688 2.02529 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 20 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 21 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 21 "M" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 22 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 23 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 23 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 23 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 24 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 24 "M" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 24 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"761_0.002_0.002_-0.022_0.024_0" 24 "M" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 0 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 0 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 2 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 2 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 2 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 3 "M" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 5 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 5 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 5 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 6 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 6 "M" 1 19 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 6 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 6 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 7 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 7 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 7 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 8 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 9 "M" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 9 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 10 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 10 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 10 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 11 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"772_0.002_0.002_-0.022_0.024_0" 11 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 2 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 2 "M" 1 19 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 2 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 3 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 4 "M" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 5 "M" 1 19 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 7 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 7 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 7 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 8 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 8 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 10 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 10 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 13 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 13 "M" 1 19 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 15 "M" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"785_0.002_0.002_-0.022_0.024_0" 15 "M" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 5 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 5 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 6 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 6 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 7 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 7 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 8 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 8 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 9 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 9 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 10 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 10 "F" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 11 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 11 "F" 1 19 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 12 "F" 1 19 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 12 "F" 1 19 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 13 "F" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 13 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 14 "F" 0.67032 1.75333 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 14 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 15 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 15 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 16 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 16 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 17 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 17 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 18 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 18 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 19 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"799_0.002_0.002_-0.022_0.024_0" 19 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 20 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 20 "F" 1 19 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 21 "F" 1 19 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 21 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 22 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 22 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 23 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 23 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 24 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 24 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 25 "F" 0.704688 2.02529 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 25 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 26 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 26 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 27 "F" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 27 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 28 "F" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 28 "F" 0.740818 2.37584 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 29 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 29 "F" 1 19 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 30 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 30 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 31 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 31 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 32 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 32 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 33 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 33 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 34 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 34 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 35 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"807_0.002_0.002_-0.022_0.024_0" 35 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 2 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 2 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 3 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 3 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 4 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 4 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 5 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 5 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 6 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 6 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 7 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 7 "F" 0.778801 2.84409 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 8 "F" 1 19 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 8 "F" 0.904837 6.12228 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 9 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 9 "F" 1 19 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 10 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 10 "F" 1 19 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 11 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 11 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 12 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 12 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 13 "F" 1 19 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 13 "F" 1 19 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 14 "F" 0.818731 3.50033 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 14 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 15 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 15 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 16 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 16 "F" 0.951229 9.38076 0.002 0.002 -0.022 0.024 0
"823_0.002_0.002_-0.022_0.024_0" 17 "F" 0.860708 4.48464 0.002 0.002 -0.022 0.024 0
