"ID" "ageOfParent" "survivalProb" "expectedAgeAtDeath"
816 3 0.704688 2.02529
816 4 0.704688 2.02529
816 4 0.904837 6.12228
816 5 0.704688 2.02529
816 5 0.778801 2.84409
816 6 0.778801 2.84409
816 6 0.740818 2.37584
816 7 0.740818 2.37584
816 7 0.606531 1.35963
817 2 0.860708 4.48464
817 2 0.904837 6.12228
817 3 0.818731 3.50033
817 3 0.818731 3.50033
817 4 0.860708 4.48464
817 4 0.57695 1.21289
817 5 0.860708 4.48464
817 5 0.704688 2.02529
817 6 0.818731 3.50033
817 6 0.818731 3.50033
817 7 0.67032 1.75333
817 7 0.818731 3.50033
817 8 0.860708 4.48464
817 8 0.860708 4.48464
818 3 0.740818 2.37584
818 3 0.606531 1.35963
818 4 0.818731 3.50033
818 4 0.778801 2.84409
818 5 0.818731 3.50033
818 5 0.778801 2.84409
818 6 0.637628 1.53644
818 6 0.606531 1.35963
818 7 0.778801 2.84409
818 7 0.637628 1.53644
818 8 0.778801 2.84409
818 8 0.818731 3.50033
818 9 0.57695 1.21289
818 9 0.704688 2.02529
819 3 0.778801 2.84409
819 3 0.740818 2.37584
819 4 0.860708 4.48464
819 4 0.860708 4.48464
819 5 0.704688 2.02529
819 5 0.778801 2.84409
819 6 0.740818 2.37584
819 6 0.818731 3.50033
819 7 0.818731 3.50033
819 7 0.778801 2.84409
819 8 0.740818 2.37584
819 8 0.740818 2.37584
819 9 0.860708 4.48464
819 9 0.818731 3.50033
820 4 0.704688 2.02529
820 4 0.778801 2.84409
820 5 0.637628 1.53644
820 5 0.740818 2.37584
820 6 0.67032 1.75333
820 6 0.818731 3.50033
820 7 0.904837 6.12228
820 7 0.704688 2.02529
820 8 0.778801 2.84409
820 8 0.704688 2.02529
820 9 0.637628 1.53644
820 9 0.740818 2.37584
820 10 0.606531 1.35963
820 10 0.637628 1.53644
821 2 0.637628 1.53644
821 2 0.704688 2.02529
821 3 0.904837 6.12228
821 3 0.904837 6.12228
821 4 0.860708 4.48464
821 4 0.818731 3.50033
821 5 0.860708 4.48464
821 5 0.778801 2.84409
821 6 0.704688 2.02529
821 6 0.778801 2.84409
821 7 0.860708 4.48464
821 7 0.818731 3.50033
821 8 0.860708 4.48464
821 8 0.740818 2.37584
822 0 0.904837 6.12228
822 0 0.740818 2.37584
822 1 0.951229 9.38076
822 1 0.778801 2.84409
822 2 0.860708 4.48464
822 2 0.704688 2.02529
822 3 0.778801 2.84409
822 3 0.740818 2.37584
822 4 0.860708 4.48464
822 4 0.778801 2.84409
822 5 0.778801 2.84409
822 5 0.818731 3.50033
822 6 0.704688 2.02529
822 6 0.818731 3.50033
823 10 0.860708 4.48464
823 10 0.818731 3.50033
823 11 0.67032 1.75333
823 11 0.67032 1.75333
823 12 0.778801 2.84409
823 12 0.704688 2.02529
823 13 0.67032 1.75333
823 13 0.606531 1.35963
823 14 0.740818 2.37584
823 14 0.637628 1.53644
823 15 0.740818 2.37584
823 15 0.704688 2.02529
823 16 0.740818 2.37584
823 16 0.606531 1.35963
824 3 0.606531 1.35963
824 3 0.67032 1.75333
824 4 0.740818 2.37584
824 4 0.740818 2.37584
824 5 0.818731 3.50033
824 5 0.740818 2.37584
824 6 0.740818 2.37584
824 6 0.704688 2.02529
824 7 0.740818 2.37584
824 7 0.778801 2.84409
824 8 0.637628 1.53644
824 8 0.778801 2.84409
824 9 0.67032 1.75333
824 9 0.904837 6.12228
825 0 0.904837 6.12228
825 0 0.67032 1.75333
825 1 0.740818 2.37584
825 1 0.704688 2.02529
825 2 0.904837 6.12228
825 2 0.704688 2.02529
825 3 0.904837 6.12228
825 3 0.860708 4.48464
825 4 0.740818 2.37584
825 4 0.704688 2.02529
825 5 0.818731 3.50033
825 5 0.67032 1.75333
825 6 0.740818 2.37584
825 6 0.778801 2.84409
826 2 0.860708 4.48464
826 2 0.778801 2.84409
826 3 0.740818 2.37584
826 3 0.778801 2.84409
826 4 0.818731 3.50033
826 4 0.740818 2.37584
826 5 0.778801 2.84409
826 5 0.860708 4.48464
826 6 0.704688 2.02529
826 6 0.778801 2.84409
826 7 0.778801 2.84409
826 7 0.704688 2.02529
826 8 0.778801 2.84409
826 8 0.818731 3.50033
827 19 0.778801 2.84409
827 19 0.860708 4.48464
827 20 0.904837 6.12228
827 20 0.778801 2.84409
827 21 0.778801 2.84409
827 21 0.67032 1.75333
827 22 0.704688 2.02529
827 22 0.818731 3.50033
827 23 0.704688 2.02529
827 23 0.740818 2.37584
827 24 0.860708 4.48464
827 24 0.704688 2.02529
827 25 0.740818 2.37584
827 25 0.704688 2.02529
828 2 0.740818 2.37584
828 2 0.740818 2.37584
828 3 0.606531 1.35963
828 3 0.904837 6.12228
828 4 0.67032 1.75333
828 4 0.704688 2.02529
828 5 0.704688 2.02529
828 5 0.740818 2.37584
828 6 0.67032 1.75333
828 6 0.67032 1.75333
828 7 0.67032 1.75333
828 7 0.637628 1.53644
828 8 0.67032 1.75333
828 8 0.637628 1.53644
829 1 0.818731 3.50033
829 1 0.740818 2.37584
829 2 0.818731 3.50033
829 2 0.778801 2.84409
829 3 0.778801 2.84409
829 3 0.637628 1.53644
829 4 0.740818 2.37584
829 4 0.740818 2.37584
829 5 0.740818 2.37584
829 5 0.606531 1.35963
829 6 0.778801 2.84409
829 6 0.637628 1.53644
829 7 0.704688 2.02529
829 7 0.67032 1.75333
830 14 0.951229 9.38076
830 14 0.740818 2.37584
830 15 0.778801 2.84409
830 15 0.704688 2.02529
830 16 0.860708 4.48464
830 16 0.818731 3.50033
830 17 0.860708 4.48464
830 17 0.818731 3.50033
830 18 0.904837 6.12228
830 18 0.778801 2.84409
830 19 0.860708 4.48464
830 19 0.778801 2.84409
830 20 0.704688 2.02529
830 20 0.860708 4.48464
831 5 0.778801 2.84409
831 5 0.778801 2.84409
831 6 0.606531 1.35963
831 6 0.904837 6.12228
831 7 0.778801 2.84409
831 7 0.67032 1.75333
831 8 0.778801 2.84409
831 8 0.778801 2.84409
831 9 0.778801 2.84409
831 9 0.704688 2.02529
831 10 0.740818 2.37584
831 10 0.778801 2.84409
831 11 0.637628 1.53644
831 11 0.860708 4.48464
832 0 0.637628 1.53644
832 0 0.740818 2.37584
832 1 0.606531 1.35963
832 1 0.740818 2.37584
832 2 0.637628 1.53644
832 2 0.704688 2.02529
832 3 0.606531 1.35963
832 3 0.704688 2.02529
832 4 0.637628 1.53644
832 4 0.740818 2.37584
832 5 0.740818 2.37584
832 5 0.57695 1.21289
832 6 0.57695 1.21289
832 6 0.637628 1.53644
833 0 0.637628 1.53644
833 0 0.637628 1.53644
833 1 0.67032 1.75333
833 1 0.637628 1.53644
833 2 0.704688 2.02529
833 2 0.740818 2.37584
833 3 0.740818 2.37584
833 3 0.818731 3.50033
833 4 0.778801 2.84409
833 4 0.67032 1.75333
833 5 0.778801 2.84409
833 5 0.778801 2.84409
833 6 0.740818 2.37584
833 6 0.778801 2.84409
834 3 0.704688 2.02529
834 3 0.67032 1.75333
834 4 0.778801 2.84409
834 4 0.704688 2.02529
834 5 0.637628 1.53644
834 5 0.637628 1.53644
834 6 0.548812 1.0893
834 6 0.67032 1.75333
834 7 0.57695 1.21289
834 7 0.704688 2.02529
834 8 0.57695 1.21289
834 8 0.67032 1.75333
834 9 0.818731 3.50033
834 9 0.637628 1.53644
835 2 0.778801 2.84409
835 2 0.740818 2.37584
835 3 0.704688 2.02529
835 3 0.818731 3.50033
835 4 0.778801 2.84409
835 4 0.904837 6.12228
835 5 0.67032 1.75333
835 5 0.704688 2.02529
835 6 0.704688 2.02529
835 6 0.704688 2.02529
835 7 0.740818 2.37584
835 7 0.778801 2.84409
835 8 0.860708 4.48464
835 8 0.606531 1.35963
836 0 0.778801 2.84409
836 1 0.778801 2.84409
836 2 0.818731 3.50033
836 2 0.778801 2.84409
836 3 0.67032 1.75333
836 4 0.704688 2.02529
836 6 0.704688 2.02529
836 6 0.860708 4.48464
836 7 0.67032 1.75333
836 7 0.740818 2.37584
836 7 0.860708 4.48464
836 7 0.860708 4.48464
836 7 0.818731 3.50033
837 6 0.778801 2.84409
837 6 0.740818 2.37584
837 7 0.740818 2.37584
837 8 0.740818 2.37584
837 9 0.637628 1.53644
837 9 0.704688 2.02529
837 10 0.904837 6.12228
837 10 0.637628 1.53644
837 11 0.704688 2.02529
837 11 0.67032 1.75333
837 12 0.860708 4.48464
837 12 0.818731 3.50033
837 13 0.67032 1.75333
837 13 0.740818 2.37584
837 13 0.67032 1.75333
838 0 0.818731 3.50033
838 1 0.778801 2.84409
838 1 0.704688 2.02529
838 2 0.860708 4.48464
838 2 0.606531 1.35963
838 3 0.860708 4.48464
838 5 0.704688 2.02529
838 6 0.778801 2.84409
838 6 0.818731 3.50033
838 6 0.740818 2.37584
838 6 0.67032 1.75333
838 7 0.740818 2.37584
838 7 0.740818 2.37584
839 19 0.740818 2.37584
839 19 0.704688 2.02529
839 19 0.740818 2.37584
839 19 0.704688 2.02529
839 21 0.740818 2.37584
839 22 0.778801 2.84409
839 22 0.904837 6.12228
839 22 0.67032 1.75333
839 23 0.67032 1.75333
839 24 0.606531 1.35963
839 25 0.740818 2.37584
839 25 0.606531 1.35963
839 26 0.704688 2.02529
839 26 0.778801 2.84409
839 26 0.67032 1.75333
840 0 0.740818 2.37584
840 1 0.860708 4.48464
840 2 0.740818 2.37584
840 2 0.740818 2.37584
840 3 0.860708 4.48464
840 3 0.637628 1.53644
840 3 0.778801 2.84409
840 3 0.740818 2.37584
840 4 0.740818 2.37584
840 4 0.860708 4.48464
840 5 0.860708 4.48464
840 5 0.778801 2.84409
840 5 0.704688 2.02529
840 6 0.778801 2.84409
840 6 0.778801 2.84409
840 7 0.704688 2.02529
840 7 0.740818 2.37584
841 0 0.778801 2.84409
841 1 0.818731 3.50033
841 1 0.778801 2.84409
841 1 0.740818 2.37584
841 1 0.740818 2.37584
841 2 0.860708 4.48464
841 2 0.67032 1.75333
841 4 0.818731 3.50033
841 5 0.67032 1.75333
841 5 0.740818 2.37584
841 6 0.904837 6.12228
841 6 0.606531 1.35963
841 7 0.818731 3.50033
842 0 0.740818 2.37584
842 0 0.778801 2.84409
842 0 0.860708 4.48464
842 0 0.818731 3.50033
842 0 0.904837 6.12228
842 1 0.778801 2.84409
842 2 0.740818 2.37584
842 2 0.904837 6.12228
842 3 0.67032 1.75333
842 3 0.740818 2.37584
842 4 0.778801 2.84409
842 5 0.704688 2.02529
842 5 0.778801 2.84409
842 5 0.818731 3.50033
842 5 0.818731 3.50033
842 6 0.740818 2.37584
842 7 0.606531 1.35963
842 7 0.778801 2.84409
843 0 0.904837 6.12228
843 0 0.904837 6.12228
843 0 0.818731 3.50033
843 1 0.740818 2.37584
843 2 0.704688 2.02529
843 2 0.818731 3.50033
843 3 0.818731 3.50033
843 3 0.818731 3.50033
843 4 0.860708 4.48464
843 4 0.778801 2.84409
843 4 0.904837 6.12228
843 5 0.740818 2.37584
843 5 0.951229 9.38076
843 6 0.904837 6.12228
843 6 0.904837 6.12228
843 6 0.778801 2.84409
843 6 0.860708 4.48464
843 7 0.860708 4.48464
844 4 0.818731 3.50033
844 4 0.704688 2.02529
844 4 0.778801 2.84409
844 4 0.704688 2.02529
844 4 0.67032 1.75333
844 4 0.740818 2.37584
844 4 0.778801 2.84409
844 5 0.818731 3.50033
844 5 0.818731 3.50033
844 5 0.860708 4.48464
844 7 0.740818 2.37584
844 7 0.740818 2.37584
844 7 0.740818 2.37584
844 7 0.818731 3.50033
844 8 0.704688 2.02529
844 8 0.704688 2.02529
844 9 0.704688 2.02529
844 9 0.740818 2.37584
844 9 0.704688 2.02529
844 10 0.704688 2.02529
844 10 0.637628 1.53644
844 10 0.740818 2.37584
844 10 0.778801 2.84409
844 11 0.818731 3.50033
844 11 0.704688 2.02529
845 1 0.778801 2.84409
845 1 0.740818 2.37584
845 1 0.904837 6.12228
845 2 0.818731 3.50033
845 2 0.818731 3.50033
845 3 0.704688 2.02529
845 3 0.637628 1.53644
845 3 0.704688 2.02529
845 3 0.818731 3.50033
845 4 0.818731 3.50033
845 4 0.740818 2.37584
845 4 0.904837 6.12228
845 5 0.860708 4.48464
845 5 0.704688 2.02529
845 6 0.860708 4.48464
845 7 0.637628 1.53644
845 7 0.778801 2.84409
845 7 0.860708 4.48464
845 7 0.904837 6.12228
845 7 0.67032 1.75333
846 0 0.704688 2.02529
846 0 0.818731 3.50033
846 1 0.904837 6.12228
846 1 0.818731 3.50033
846 1 0.740818 2.37584
846 1 0.951229 9.38076
846 1 0.860708 4.48464
846 2 0.740818 2.37584
846 3 0.778801 2.84409
846 3 0.860708 4.48464
846 3 0.818731 3.50033
846 3 0.778801 2.84409
846 3 0.860708 4.48464
846 6 0.704688 2.02529
846 6 0.818731 3.50033
846 6 0.740818 2.37584
846 7 0.951229 9.38076
846 7 0.818731 3.50033
846 7 1 19
846 7 0.67032 1.75333
846 7 0.818731 3.50033
846 7 0.704688 2.02529
847 5 0.778801 2.84409
847 5 0.704688 2.02529
847 5 0.740818 2.37584
847 6 0.704688 2.02529
847 6 0.67032 1.75333
847 7 0.548812 1.0893
847 7 0.67032 1.75333
847 8 0.637628 1.53644
847 8 0.496585 0.893065
847 9 0.704688 2.02529
847 9 0.704688 2.02529
847 10 0.704688 2.02529
847 11 0.778801 2.84409
847 11 0.704688 2.02529
847 11 0.860708 4.48464
848 0 0.67032 1.75333
848 0 0.67032 1.75333
848 1 0.778801 2.84409
848 1 0.740818 2.37584
848 2 0.606531 1.35963
848 3 0.637628 1.53644
848 4 0.704688 2.02529
848 5 0.637628 1.53644
848 5 0.740818 2.37584
848 7 0.67032 1.75333
848 7 0.778801 2.84409
849 4 0.704688 2.02529
849 5 0.740818 2.37584
849 5 0.778801 2.84409
849 5 0.818731 3.50033
849 6 0.778801 2.84409
849 6 0.860708 4.48464
849 6 0.740818 2.37584
849 6 0.778801 2.84409
849 7 0.818731 3.50033
849 7 0.67032 1.75333
849 8 0.778801 2.84409
849 8 0.704688 2.02529
849 8 0.740818 2.37584
849 9 0.778801 2.84409
849 9 0.740818 2.37584
849 10 0.860708 4.48464
849 10 0.860708 4.48464
849 10 0.778801 2.84409
849 10 0.860708 4.48464
850 4 0.67032 1.75333
850 4 0.778801 2.84409
850 5 0.818731 3.50033
850 5 0.860708 4.48464
850 6 0.818731 3.50033
850 6 0.860708 4.48464
850 7 0.778801 2.84409
850 7 0.606531 1.35963
850 8 0.67032 1.75333
850 8 0.67032 1.75333
850 9 0.778801 2.84409
850 9 0.637628 1.53644
850 10 0.67032 1.75333
850 10 0.740818 2.37584
850 11 0.704688 2.02529
850 11 0.637628 1.53644
851 13 0.740818 2.37584
851 13 0.740818 2.37584
851 14 0.778801 2.84409
851 14 0.67032 1.75333
851 15 0.67032 1.75333
851 15 0.740818 2.37584
851 16 0.704688 2.02529
851 16 0.818731 3.50033
851 17 0.818731 3.50033
851 17 0.606531 1.35963
851 18 0.740818 2.37584
851 18 0.778801 2.84409
851 19 0.818731 3.50033
851 19 0.778801 2.84409
851 20 0.704688 2.02529
851 20 0.818731 3.50033
852 5 0.740818 2.37584
852 5 0.860708 4.48464
852 6 0.778801 2.84409
852 6 0.778801 2.84409
852 7 0.740818 2.37584
852 7 0.778801 2.84409
852 8 0.818731 3.50033
852 8 0.778801 2.84409
852 9 0.778801 2.84409
852 9 0.818731 3.50033
852 10 0.67032 1.75333
852 10 0.637628 1.53644
852 11 0.67032 1.75333
852 11 0.740818 2.37584
852 12 0.704688 2.02529
852 12 0.637628 1.53644
853 2 0.778801 2.84409
853 2 0.740818 2.37584
853 3 0.606531 1.35963
853 3 0.740818 2.37584
853 4 0.778801 2.84409
853 4 0.740818 2.37584
853 5 0.740818 2.37584
853 5 0.67032 1.75333
853 6 0.67032 1.75333
853 6 0.778801 2.84409
853 7 0.778801 2.84409
853 7 0.740818 2.37584
853 8 0.778801 2.84409
853 8 0.740818 2.37584
853 9 0.67032 1.75333
853 9 0.818731 3.50033
854 2 0.860708 4.48464
854 2 0.904837 6.12228
854 3 0.778801 2.84409
854 3 0.740818 2.37584
854 4 0.740818 2.37584
854 4 0.818731 3.50033
854 5 0.778801 2.84409
854 5 0.704688 2.02529
854 6 0.860708 4.48464
854 6 0.778801 2.84409
854 7 0.860708 4.48464
854 7 0.637628 1.53644
854 8 0.778801 2.84409
854 8 0.778801 2.84409
854 9 0.704688 2.02529
854 9 0.778801 2.84409
855 10 0.860708 4.48464
855 10 0.740818 2.37584
855 11 0.778801 2.84409
855 11 0.740818 2.37584
855 12 0.704688 2.02529
855 12 0.704688 2.02529
855 13 0.67032 1.75333
855 13 0.704688 2.02529
855 14 0.778801 2.84409
855 14 0.860708 4.48464
855 15 0.606531 1.35963
855 15 0.818731 3.50033
855 16 0.740818 2.37584
855 16 0.860708 4.48464
855 17 0.704688 2.02529
855 17 0.704688 2.02529
856 9 0.67032 1.75333
856 9 0.740818 2.37584
856 10 0.740818 2.37584
856 10 0.904837 6.12228
856 11 0.818731 3.50033
856 11 0.740818 2.37584
856 12 0.818731 3.50033
856 12 0.818731 3.50033
856 13 0.740818 2.37584
856 13 0.778801 2.84409
856 14 0.740818 2.37584
856 14 0.818731 3.50033
856 15 0.778801 2.84409
856 15 0.904837 6.12228
856 16 0.637628 1.53644
856 16 0.778801 2.84409
857 1 0.637628 1.53644
857 1 0.67032 1.75333
857 2 0.704688 2.02529
857 2 0.67032 1.75333
857 3 0.860708 4.48464
857 3 0.57695 1.21289
857 4 0.57695 1.21289
857 4 0.548812 1.0893
857 5 0.67032 1.75333
857 5 0.57695 1.21289
857 6 0.606531 1.35963
857 6 0.67032 1.75333
857 7 0.818731 3.50033
857 7 0.704688 2.02529
857 8 0.548812 1.0893
857 8 0.67032 1.75333
858 6 0.740818 2.37584
858 6 0.904837 6.12228
858 7 0.740818 2.37584
858 7 0.778801 2.84409
858 8 0.704688 2.02529
858 8 0.818731 3.50033
858 9 0.904837 6.12228
858 9 0.606531 1.35963
858 10 0.904837 6.12228
858 10 0.704688 2.02529
858 11 0.860708 4.48464
858 11 0.818731 3.50033
858 12 0.818731 3.50033
858 12 0.67032 1.75333
858 13 0.704688 2.02529
858 13 0.740818 2.37584
859 0 0.778801 2.84409
859 0 0.860708 4.48464
859 1 0.904837 6.12228
859 1 0.778801 2.84409
859 2 0.818731 3.50033
859 2 0.860708 4.48464
859 3 0.704688 2.02529
859 3 0.704688 2.02529
859 4 0.637628 1.53644
859 4 0.951229 9.38076
859 5 0.818731 3.50033
859 5 0.904837 6.12228
859 6 0.704688 2.02529
859 6 0.704688 2.02529
859 7 0.740818 2.37584
859 7 0.860708 4.48464
860 1 0.778801 2.84409
860 1 0.818731 3.50033
860 2 0.778801 2.84409
860 2 0.860708 4.48464
860 3 0.904837 6.12228
860 3 0.778801 2.84409
860 4 0.67032 1.75333
860 4 0.860708 4.48464
860 5 0.67032 1.75333
860 5 0.704688 2.02529
860 6 0.704688 2.02529
860 6 0.778801 2.84409
860 7 0.860708 4.48464
860 7 0.778801 2.84409
860 8 0.704688 2.02529
860 8 0.740818 2.37584
861 5 0.818731 3.50033
861 5 0.951229 9.38076
861 6 0.67032 1.75333
861 6 0.860708 4.48464
861 7 0.904837 6.12228
861 7 0.818731 3.50033
861 8 0.904837 6.12228
861 8 0.778801 2.84409
861 9 0.818731 3.50033
861 9 0.67032 1.75333
861 10 0.818731 3.50033
861 10 0.704688 2.02529
861 11 0.818731 3.50033
861 11 0.704688 2.02529
861 12 0.704688 2.02529
861 12 0.778801 2.84409
862 6 0.778801 2.84409
862 6 0.818731 3.50033
862 7 0.818731 3.50033
862 7 0.818731 3.50033
862 8 0.778801 2.84409
862 8 0.67032 1.75333
862 9 0.818731 3.50033
862 9 0.778801 2.84409
862 10 0.704688 2.02529
862 10 0.860708 4.48464
862 11 0.818731 3.50033
862 11 0.778801 2.84409
862 12 0.67032 1.75333
862 12 0.740818 2.37584
862 13 0.818731 3.50033
862 13 0.818731 3.50033
863 9 0.818731 3.50033
863 9 0.860708 4.48464
863 10 0.860708 4.48464
863 10 0.860708 4.48464
863 11 0.740818 2.37584
863 11 0.860708 4.48464
863 12 0.818731 3.50033
863 12 0.740818 2.37584
863 13 0.951229 9.38076
863 13 0.778801 2.84409
863 14 0.778801 2.84409
863 14 0.704688 2.02529
863 15 0.740818 2.37584
863 15 0.740818 2.37584
863 16 0.951229 9.38076
863 16 0.860708 4.48464
864 17 0.740818 2.37584
864 17 0.860708 4.48464
864 18 0.740818 2.37584
864 18 0.740818 2.37584
864 19 0.778801 2.84409
864 19 0.778801 2.84409
864 20 0.778801 2.84409
864 20 0.860708 4.48464
864 21 0.818731 3.50033
864 21 0.67032 1.75333
864 22 0.704688 2.02529
864 22 0.704688 2.02529
864 23 0.740818 2.37584
864 23 0.704688 2.02529
864 24 0.860708 4.48464
864 24 0.740818 2.37584
865 3 0.818731 3.50033
865 3 0.778801 2.84409
865 4 0.704688 2.02529
865 4 0.778801 2.84409
865 5 0.740818 2.37584
865 5 0.778801 2.84409
865 6 0.904837 6.12228
865 6 0.740818 2.37584
865 7 0.704688 2.02529
865 7 0.57695 1.21289
865 8 0.818731 3.50033
865 8 0.778801 2.84409
865 9 0.740818 2.37584
865 9 0.778801 2.84409
865 10 0.740818 2.37584
865 10 0.904837 6.12228
866 1 0.818731 3.50033
866 2 0.818731 3.50033
866 3 0.740818 2.37584
866 3 0.637628 1.53644
866 5 0.637628 1.53644
866 5 0.67032 1.75333
866 5 0.740818 2.37584
866 6 0.778801 2.84409
866 7 0.704688 2.02529
866 7 0.740818 2.37584
866 7 0.740818 2.37584
866 8 0.778801 2.84409
866 9 0.860708 4.48464
867 3 0.904837 6.12228
867 3 0.818731 3.50033
867 3 0.904837 6.12228
867 4 0.904837 6.12228
867 4 0.740818 2.37584
867 4 0.860708 4.48464
867 4 0.818731 3.50033
867 5 0.860708 4.48464
867 6 0.818731 3.50033
867 7 0.740818 2.37584
867 7 0.860708 4.48464
867 7 0.740818 2.37584
867 8 0.904837 6.12228
867 8 0.860708 4.48464
867 9 0.818731 3.50033
867 9 0.778801 2.84409
867 10 0.818731 3.50033
867 10 0.860708 4.48464
867 11 0.904837 6.12228
867 11 0.818731 3.50033
867 11 0.740818 2.37584
867 11 0.904837 6.12228
867 11 0.904837 6.12228
868 1 0.778801 2.84409
868 1 0.704688 2.02529
868 2 0.704688 2.02529
868 2 0.778801 2.84409
868 3 0.818731 3.50033
868 3 0.778801 2.84409
868 5 0.704688 2.02529
868 6 0.778801 2.84409
868 6 0.704688 2.02529
868 7 0.704688 2.02529
868 7 0.778801 2.84409
868 8 0.740818 2.37584
868 9 0.740818 2.37584
869 1 0.860708 4.48464
869 1 0.740818 2.37584
869 1 0.637628 1.53644
869 1 0.637628 1.53644
869 2 0.778801 2.84409
869 2 0.860708 4.48464
869 3 0.637628 1.53644
869 4 0.818731 3.50033
869 6 0.740818 2.37584
869 7 0.606531 1.35963
869 7 0.818731 3.50033
869 7 0.778801 2.84409
869 8 0.704688 2.02529
869 9 0.740818 2.37584
870 2 0.778801 2.84409
870 2 0.67032 1.75333
870 2 0.740818 2.37584
870 2 0.904837 6.12228
870 2 0.904837 6.12228
870 3 0.818731 3.50033
870 3 0.704688 2.02529
870 5 0.778801 2.84409
870 5 0.704688 2.02529
870 5 0.704688 2.02529
870 6 0.740818 2.37584
870 7 0.704688 2.02529
870 7 0.57695 1.21289
870 7 0.951229 9.38076
870 7 0.778801 2.84409
870 8 0.778801 2.84409
870 8 0.740818 2.37584
870 8 0.860708 4.48464
870 10 0.67032 1.75333
870 10 0.740818 2.37584
871 7 0.904837 6.12228
871 9 0.904837 6.12228
871 9 0.778801 2.84409
871 10 0.904837 6.12228
871 10 0.704688 2.02529
871 10 0.860708 4.48464
871 12 0.778801 2.84409
871 12 0.740818 2.37584
871 13 0.778801 2.84409
871 13 0.860708 4.48464
871 14 0.740818 2.37584
871 14 0.860708 4.48464
871 14 0.740818 2.37584
872 1 0.740818 2.37584
872 1 0.818731 3.50033
872 1 0.740818 2.37584
872 2 0.740818 2.37584
872 2 0.818731 3.50033
872 3 0.860708 4.48464
872 6 0.740818 2.37584
872 6 0.860708 4.48464
872 6 0.860708 4.48464
872 9 0.704688 2.02529
872 9 0.740818 2.37584
872 9 0.904837 6.12228
873 3 0.740818 2.37584
873 3 0.860708 4.48464
873 3 0.704688 2.02529
873 5 0.740818 2.37584
873 6 0.740818 2.37584
873 6 0.818731 3.50033
873 7 0.704688 2.02529
873 7 0.778801 2.84409
873 7 0.67032 1.75333
873 8 0.860708 4.48464
873 9 0.704688 2.02529
873 9 0.67032 1.75333
873 9 0.740818 2.37584
873 9 0.67032 1.75333
873 10 0.778801 2.84409
873 10 0.67032 1.75333
873 10 0.704688 2.02529
873 11 0.860708 4.48464
874 12 0.67032 1.75333
874 12 0.778801 2.84409
874 12 0.818731 3.50033
874 13 0.860708 4.48464
874 13 0.740818 2.37584
874 14 0.778801 2.84409
874 15 0.704688 2.02529
874 15 0.704688 2.02529
874 15 0.860708 4.48464
874 15 0.740818 2.37584
874 16 0.818731 3.50033
874 16 0.67032 1.75333
874 17 0.67032 1.75333
874 18 0.778801 2.84409
874 19 0.67032 1.75333
874 19 0.778801 2.84409
874 19 0.606531 1.35963
874 19 0.778801 2.84409
874 19 0.704688 2.02529
874 20 0.778801 2.84409
875 2 0.67032 1.75333
875 3 0.740818 2.37584
875 3 0.860708 4.48464
875 3 0.740818 2.37584
875 3 0.860708 4.48464
875 5 0.740818 2.37584
875 6 0.860708 4.48464
875 7 0.740818 2.37584
875 7 0.818731 3.50033
875 8 0.818731 3.50033
875 8 0.67032 1.75333
875 9 0.67032 1.75333
875 9 0.818731 3.50033
875 10 0.818731 3.50033
875 10 0.860708 4.48464
876 31 0.67032 1.75333
876 31 0.67032 1.75333
876 32 0.704688 2.02529
876 32 0.818731 3.50033
876 32 0.818731 3.50033
876 33 0.778801 2.84409
876 33 0.778801 2.84409
876 33 0.778801 2.84409
876 33 0.740818 2.37584
876 34 0.778801 2.84409
876 34 0.704688 2.02529
876 34 0.818731 3.50033
876 35 0.818731 3.50033
876 35 0.740818 2.37584
876 36 0.704688 2.02529
876 37 0.818731 3.50033
876 38 0.740818 2.37584
876 38 0.67032 1.75333
876 38 0.67032 1.75333
876 38 0.704688 2.02529
877 16 0.704688 2.02529
877 16 0.740818 2.37584
877 18 0.740818 2.37584
877 19 0.818731 3.50033
877 19 0.818731 3.50033
877 20 0.778801 2.84409
877 21 0.740818 2.37584
877 22 0.860708 4.48464
877 22 0.57695 1.21289
877 23 0.637628 1.53644
877 23 0.740818 2.37584
877 24 0.904837 6.12228
877 24 0.778801 2.84409
878 1 0.778801 2.84409
878 1 0.740818 2.37584
878 2 0.67032 1.75333
878 3 0.904837 6.12228
878 3 0.740818 2.37584
878 3 0.67032 1.75333
878 5 0.740818 2.37584
878 5 0.548812 1.0893
878 5 0.704688 2.02529
878 5 0.740818 2.37584
878 6 0.606531 1.35963
878 8 0.704688 2.02529
879 21 0.778801 2.84409
879 22 0.67032 1.75333
879 22 0.778801 2.84409
879 23 0.740818 2.37584
879 23 0.778801 2.84409
879 24 0.818731 3.50033
879 24 0.778801 2.84409
879 24 0.704688 2.02529
879 24 0.704688 2.02529
879 24 0.818731 3.50033
879 25 0.818731 3.50033
879 25 0.57695 1.21289
879 25 0.904837 6.12228
879 25 0.818731 3.50033
879 26 0.818731 3.50033
879 26 0.860708 4.48464
879 26 0.860708 4.48464
879 27 0.778801 2.84409
879 27 0.704688 2.02529
879 27 0.778801 2.84409
879 28 0.818731 3.50033
879 28 0.704688 2.02529
879 29 0.904837 6.12228
879 29 0.778801 2.84409
879 29 0.740818 2.37584
880 21 0.704688 2.02529
880 22 0.904837 6.12228
