"ID" "ageOfParent" "survivalProb" "expectedAgeAtDeath"
599 5 0.57695 1.21289
599 5 0.778801 2.84409
599 6 0.740818 2.37584
599 6 0.818731 3.50033
600 0 0.704688 2.02529
600 1 0.67032 1.75333
600 1 0.704688 2.02529
600 1 0.778801 2.84409
600 2 0.740818 2.37584
600 2 0.778801 2.84409
600 3 0.548812 1.0893
601 0 0.860708 4.48464
601 2 0.704688 2.02529
601 3 0.67032 1.75333
601 3 0.704688 2.02529
602 0 0.818731 3.50033
602 0 0.860708 4.48464
602 0 0.740818 2.37584
602 2 0.818731 3.50033
602 2 0.778801 2.84409
602 2 0.778801 2.84409
602 3 0.606531 1.35963
602 3 0.904837 6.12228
603 3 0.951229 9.38076
603 3 0.818731 3.50033
603 3 0.904837 6.12228
603 4 0.951229 9.38076
603 4 0.860708 4.48464
603 4 0.740818 2.37584
603 4 0.818731 3.50033
603 5 0.704688 2.02529
603 5 0.860708 4.48464
603 6 0.740818 2.37584
603 6 0.818731 3.50033
603 6 0.778801 2.84409
604 0 0.740818 2.37584
604 0 0.818731 3.50033
604 0 0.860708 4.48464
604 1 0.67032 1.75333
604 1 0.67032 1.75333
604 1 0.637628 1.53644
604 1 0.704688 2.02529
604 1 0.606531 1.35963
604 1 0.818731 3.50033
604 2 0.67032 1.75333
604 3 0.778801 2.84409
604 3 0.778801 2.84409
604 3 0.637628 1.53644
604 3 0.704688 2.02529
605 0 0.778801 2.84409
605 0 0.778801 2.84409
605 0 0.904837 6.12228
605 0 0.778801 2.84409
605 1 0.778801 2.84409
605 2 0.818731 3.50033
605 2 0.637628 1.53644
605 2 0.818731 3.50033
605 3 0.818731 3.50033
606 0 0.740818 2.37584
606 0 0.704688 2.02529
606 1 0.67032 1.75333
606 1 0.67032 1.75333
606 1 0.67032 1.75333
606 1 0.67032 1.75333
606 2 0.778801 2.84409
606 2 0.57695 1.21289
606 3 0.67032 1.75333
606 3 0.778801 2.84409
606 3 0.57695 1.21289
607 1 0.778801 2.84409
607 2 0.704688 2.02529
607 2 0.740818 2.37584
607 2 0.704688 2.02529
607 2 0.818731 3.50033
607 3 0.740818 2.37584
607 4 0.704688 2.02529
607 4 0.818731 3.50033
608 1 0.778801 2.84409
608 1 0.860708 4.48464
608 2 0.637628 1.53644
608 2 0.704688 2.02529
608 4 0.860708 4.48464
608 4 0.951229 9.38076
608 4 0.860708 4.48464
608 4 0.860708 4.48464
609 0 0.778801 2.84409
609 0 0.740818 2.37584
609 1 0.818731 3.50033
609 3 0.704688 2.02529
609 3 0.904837 6.12228
609 3 0.818731 3.50033
609 3 0.704688 2.02529
610 0 0.704688 2.02529
610 0 0.951229 9.38076
610 0 0.606531 1.35963
610 1 0.860708 4.48464
610 1 0.704688 2.02529
610 2 0.818731 3.50033
610 2 0.606531 1.35963
610 2 0.860708 4.48464
610 3 0.860708 4.48464
610 3 0.67032 1.75333
610 3 0.818731 3.50033
610 3 0.740818 2.37584
611 5 0.818731 3.50033
611 5 0.740818 2.37584
611 6 0.740818 2.37584
611 6 0.67032 1.75333
611 6 0.606531 1.35963
611 7 0.67032 1.75333
611 8 0.740818 2.37584
612 0 0.606531 1.35963
612 0 0.740818 2.37584
612 0 0.637628 1.53644
612 0 0.704688 2.02529
612 0 0.57695 1.21289
612 1 0.606531 1.35963
612 1 0.67032 1.75333
612 2 0.57695 1.21289
612 2 0.818731 3.50033
612 3 0.740818 2.37584
612 3 0.67032 1.75333
613 3 0.778801 2.84409
613 4 0.860708 4.48464
613 5 0.818731 3.50033
613 5 0.740818 2.37584
613 5 0.740818 2.37584
613 5 0.778801 2.84409
613 6 0.740818 2.37584
613 6 0.818731 3.50033
613 6 0.67032 1.75333
613 6 0.67032 1.75333
613 6 0.778801 2.84409
614 0 0.740818 2.37584
614 0 0.67032 1.75333
614 0 0.637628 1.53644
614 0 0.67032 1.75333
614 2 0.67032 1.75333
614 3 0.606531 1.35963
615 1 0.904837 6.12228
615 2 0.778801 2.84409
615 2 0.818731 3.50033
615 3 0.740818 2.37584
615 4 0.860708 4.48464
615 4 0.818731 3.50033
616 2 0.67032 1.75333
616 2 0.778801 2.84409
616 2 0.637628 1.53644
616 2 0.818731 3.50033
616 2 0.740818 2.37584
616 3 0.778801 2.84409
616 3 0.818731 3.50033
616 5 0.740818 2.37584
616 5 0.778801 2.84409
617 3 0.637628 1.53644
617 3 0.67032 1.75333
617 3 0.818731 3.50033
617 4 0.778801 2.84409
617 6 0.778801 2.84409
617 6 0.778801 2.84409
618 0 0.704688 2.02529
618 0 0.818731 3.50033
618 1 0.57695 1.21289
618 1 0.704688 2.02529
618 1 0.740818 2.37584
618 1 0.778801 2.84409
618 1 0.740818 2.37584
618 2 0.740818 2.37584
618 3 0.778801 2.84409
619 5 0.67032 1.75333
619 5 0.740818 2.37584
619 6 0.904837 6.12228
619 6 0.67032 1.75333
619 7 0.951229 9.38076
619 8 0.951229 9.38076
620 8 0.818731 3.50033
620 8 0.818731 3.50033
620 8 0.740818 2.37584
620 8 0.704688 2.02529
620 8 0.67032 1.75333
620 8 0.67032 1.75333
620 9 0.704688 2.02529
620 9 0.67032 1.75333
620 9 0.704688 2.02529
620 9 0.860708 4.48464
620 10 0.778801 2.84409
620 10 0.67032 1.75333
620 11 0.67032 1.75333
620 11 0.606531 1.35963
620 11 0.818731 3.50033
621 10 0.606531 1.35963
621 10 0.704688 2.02529
621 11 0.704688 2.02529
621 12 0.778801 2.84409
621 12 0.740818 2.37584
621 13 0.704688 2.02529
621 13 0.778801 2.84409
622 6 0.778801 2.84409
622 6 0.818731 3.50033
622 6 0.704688 2.02529
622 6 0.818731 3.50033
622 6 0.904837 6.12228
622 6 0.704688 2.02529
622 7 0.818731 3.50033
622 7 0.704688 2.02529
622 9 0.904837 6.12228
623 1 0.704688 2.02529
623 1 0.67032 1.75333
623 1 0.818731 3.50033
623 3 0.67032 1.75333
624 2 0.818731 3.50033
624 3 0.740818 2.37584
624 3 0.860708 4.48464
624 3 0.778801 2.84409
624 3 0.860708 4.48464
624 4 0.951229 9.38076
624 5 0.637628 1.53644
624 5 0.67032 1.75333
624 5 0.778801 2.84409
625 1 0.778801 2.84409
625 2 0.704688 2.02529
625 2 0.778801 2.84409
625 3 0.818731 3.50033
625 3 0.67032 1.75333
626 2 0.818731 3.50033
626 2 0.740818 2.37584
626 2 0.778801 2.84409
626 3 0.778801 2.84409
626 3 0.818731 3.50033
626 3 0.704688 2.02529
626 3 0.951229 9.38076
626 4 0.740818 2.37584
626 5 0.704688 2.02529
627 0 0.67032 1.75333
627 0 0.740818 2.37584
627 0 0.818731 3.50033
627 0 0.778801 2.84409
627 2 0.704688 2.02529
627 3 0.818731 3.50033
627 3 0.637628 1.53644
627 3 0.67032 1.75333
627 3 0.704688 2.02529
628 5 0.67032 1.75333
628 5 0.860708 4.48464
628 5 0.606531 1.35963
628 6 0.740818 2.37584
628 7 0.818731 3.50033
628 8 0.67032 1.75333
628 8 0.818731 3.50033
629 9 0.740818 2.37584
629 10 0.818731 3.50033
629 10 0.740818 2.37584
629 10 0.818731 3.50033
629 10 0.704688 2.02529
629 10 0.637628 1.53644
629 10 0.740818 2.37584
629 11 0.67032 1.75333
629 12 0.704688 2.02529
629 12 0.778801 2.84409
630 1 0.606531 1.35963
630 1 0.637628 1.53644
630 2 0.778801 2.84409
630 2 0.637628 1.53644
630 3 0.860708 4.48464
630 4 0.548812 1.0893
630 4 0.740818 2.37584
630 4 0.740818 2.37584
630 4 0.818731 3.50033
631 4 0.57695 1.21289
631 4 0.740818 2.37584
631 4 0.637628 1.53644
631 5 0.606531 1.35963
631 5 0.637628 1.53644
631 6 0.704688 2.02529
631 6 0.57695 1.21289
631 6 0.740818 2.37584
631 7 0.57695 1.21289
631 7 0.637628 1.53644
631 7 0.740818 2.37584
631 7 0.57695 1.21289
631 7 0.606531 1.35963
632 0 0.704688 2.02529
632 0 0.637628 1.53644
632 0 0.67032 1.75333
632 0 0.637628 1.53644
632 1 0.57695 1.21289
632 1 0.778801 2.84409
632 1 0.778801 2.84409
632 1 0.704688 2.02529
632 1 0.778801 2.84409
632 2 0.704688 2.02529
632 2 0.67032 1.75333
632 2 0.860708 4.48464
632 2 0.606531 1.35963
632 2 0.778801 2.84409
632 3 0.637628 1.53644
632 3 0.778801 2.84409
632 3 0.818731 3.50033
633 1 0.740818 2.37584
633 1 0.818731 3.50033
633 1 0.704688 2.02529
633 1 0.860708 4.48464
633 2 0.860708 4.48464
633 2 0.860708 4.48464
633 2 0.67032 1.75333
633 2 0.740818 2.37584
633 3 0.778801 2.84409
633 4 0.778801 2.84409
633 4 0.818731 3.50033
633 4 0.778801 2.84409
633 4 0.704688 2.02529
634 9 0.860708 4.48464
634 9 0.818731 3.50033
634 10 0.67032 1.75333
634 10 0.67032 1.75333
634 11 0.740818 2.37584
634 11 0.740818 2.37584
634 12 0.740818 2.37584
634 12 0.606531 1.35963
635 15 0.818731 3.50033
635 15 0.818731 3.50033
635 16 0.704688 2.02529
635 16 0.778801 2.84409
635 17 0.740818 2.37584
635 17 0.818731 3.50033
635 18 0.818731 3.50033
635 18 0.67032 1.75333
636 0 0.704688 2.02529
636 0 0.704688 2.02529
636 1 0.637628 1.53644
636 1 0.740818 2.37584
636 2 0.860708 4.48464
636 2 0.606531 1.35963
636 3 0.67032 1.75333
636 3 0.740818 2.37584
637 0 0.740818 2.37584
637 0 0.740818 2.37584
637 1 0.778801 2.84409
637 1 0.57695 1.21289
637 2 0.740818 2.37584
637 2 0.548812 1.0893
637 3 0.818731 3.50033
637 3 0.778801 2.84409
638 0 0.778801 2.84409
638 0 0.860708 4.48464
638 1 0.818731 3.50033
638 1 0.904837 6.12228
638 2 0.67032 1.75333
638 2 0.904837 6.12228
638 3 0.860708 4.48464
638 3 0.704688 2.02529
639 1 0.778801 2.84409
639 1 0.904837 6.12228
639 2 0.778801 2.84409
639 2 0.818731 3.50033
639 3 0.67032 1.75333
639 3 0.606531 1.35963
639 4 0.704688 2.02529
639 4 0.778801 2.84409
640 1 0.904837 6.12228
640 1 0.778801 2.84409
640 2 0.778801 2.84409
640 2 0.67032 1.75333
640 3 0.67032 1.75333
640 3 0.67032 1.75333
640 4 0.778801 2.84409
640 4 0.704688 2.02529
641 4 0.606531 1.35963
641 4 0.740818 2.37584
641 5 0.860708 4.48464
641 5 0.637628 1.53644
641 6 0.740818 2.37584
641 6 0.67032 1.75333
641 7 0.818731 3.50033
641 7 0.472367 0.814053
642 0 0.740818 2.37584
642 0 0.860708 4.48464
642 1 0.740818 2.37584
642 1 0.778801 2.84409
642 2 0.704688 2.02529
642 2 0.740818 2.37584
642 3 0.818731 3.50033
642 3 0.818731 3.50033
643 1 0.740818 2.37584
643 1 0.860708 4.48464
643 2 0.704688 2.02529
643 2 0.704688 2.02529
643 3 0.67032 1.75333
643 3 0.67032 1.75333
643 4 0.606531 1.35963
643 4 0.740818 2.37584
644 3 0.818731 3.50033
644 3 0.704688 2.02529
644 4 1 19
644 4 0.778801 2.84409
644 5 0.818731 3.50033
644 5 0.704688 2.02529
644 6 0.818731 3.50033
644 6 0.818731 3.50033
645 0 0.818731 3.50033
645 0 0.904837 6.12228
645 1 0.904837 6.12228
645 1 0.904837 6.12228
645 2 0.778801 2.84409
645 2 0.778801 2.84409
645 3 0.778801 2.84409
645 3 0.704688 2.02529
646 4 0.704688 2.02529
646 4 0.740818 2.37584
646 5 0.740818 2.37584
646 5 0.818731 3.50033
646 6 0.740818 2.37584
646 6 0.57695 1.21289
646 7 0.740818 2.37584
646 7 0.740818 2.37584
647 2 0.704688 2.02529
647 2 0.778801 2.84409
647 3 0.860708 4.48464
647 3 0.740818 2.37584
647 4 0.860708 4.48464
647 4 0.778801 2.84409
647 5 0.740818 2.37584
647 5 0.740818 2.37584
648 3 0.704688 2.02529
648 3 0.778801 2.84409
648 4 0.778801 2.84409
648 4 0.57695 1.21289
648 5 0.778801 2.84409
648 5 0.818731 3.50033
648 6 0.778801 2.84409
648 6 0.704688 2.02529
649 1 0.818731 3.50033
649 1 0.778801 2.84409
649 2 0.704688 2.02529
649 2 0.778801 2.84409
649 3 0.778801 2.84409
649 3 0.778801 2.84409
649 4 0.704688 2.02529
649 4 0.818731 3.50033
650 3 0.860708 4.48464
650 3 0.704688 2.02529
650 4 0.818731 3.50033
650 4 0.67032 1.75333
650 5 0.740818 2.37584
650 5 0.740818 2.37584
650 6 0.637628 1.53644
650 6 0.778801 2.84409
651 0 0.740818 2.37584
651 0 0.67032 1.75333
651 1 0.778801 2.84409
651 1 0.904837 6.12228
651 2 0.740818 2.37584
651 2 0.704688 2.02529
651 3 0.704688 2.02529
651 3 0.740818 2.37584
652 4 0.67032 1.75333
652 4 0.860708 4.48464
652 5 0.778801 2.84409
652 5 0.740818 2.37584
652 6 0.778801 2.84409
652 6 0.818731 3.50033
652 7 0.860708 4.48464
652 7 0.740818 2.37584
653 1 0.67032 1.75333
653 1 0.740818 2.37584
653 2 0.778801 2.84409
653 2 0.818731 3.50033
653 3 0.818731 3.50033
653 3 0.67032 1.75333
653 4 0.778801 2.84409
653 4 0.818731 3.50033
654 2 0.67032 1.75333
654 2 0.860708 4.48464
654 3 0.778801 2.84409
654 3 0.637628 1.53644
654 4 0.704688 2.02529
654 4 0.818731 3.50033
654 5 0.860708 4.48464
654 5 0.860708 4.48464
655 2 0.818731 3.50033
655 2 0.860708 4.48464
655 3 0.904837 6.12228
655 3 0.704688 2.02529
655 4 0.818731 3.50033
655 4 0.704688 2.02529
655 5 0.637628 1.53644
655 5 0.67032 1.75333
656 2 0.904837 6.12228
656 2 0.57695 1.21289
656 3 0.860708 4.48464
656 3 0.904837 6.12228
656 4 0.904837 6.12228
656 4 0.778801 2.84409
656 5 0.740818 2.37584
656 5 0.904837 6.12228
657 2 0.704688 2.02529
657 2 0.860708 4.48464
657 3 0.67032 1.75333
657 3 0.860708 4.48464
657 4 0.778801 2.84409
657 4 0.818731 3.50033
657 5 0.860708 4.48464
657 5 0.778801 2.84409
658 2 0.704688 2.02529
658 2 0.778801 2.84409
658 3 0.818731 3.50033
658 3 0.740818 2.37584
658 4 0.740818 2.37584
658 4 0.740818 2.37584
658 5 0.704688 2.02529
658 5 0.860708 4.48464
659 4 0.67032 1.75333
659 4 0.904837 6.12228
659 5 0.860708 4.48464
659 5 0.67032 1.75333
659 6 0.704688 2.02529
659 6 0.860708 4.48464
659 7 0.740818 2.37584
659 7 0.740818 2.37584
660 5 0.637628 1.53644
660 5 0.704688 2.02529
660 6 0.740818 2.37584
660 6 0.818731 3.50033
660 7 0.740818 2.37584
660 7 0.67032 1.75333
660 8 0.637628 1.53644
660 8 0.778801 2.84409
661 0 0.818731 3.50033
661 0 0.67032 1.75333
661 1 0.704688 2.02529
661 1 0.818731 3.50033
661 2 0.818731 3.50033
661 2 0.860708 4.48464
661 3 0.740818 2.37584
661 3 0.951229 9.38076
662 1 0.818731 3.50033
662 1 0.818731 3.50033
662 2 0.778801 2.84409
662 2 0.778801 2.84409
662 3 0.704688 2.02529
662 3 0.740818 2.37584
662 4 0.818731 3.50033
662 4 0.778801 2.84409
663 0 0.637628 1.53644
663 0 0.778801 2.84409
663 1 0.740818 2.37584
663 1 0.860708 4.48464
663 2 0.704688 2.02529
663 2 0.860708 4.48464
663 3 0.637628 1.53644
663 3 0.778801 2.84409
664 1 0.818731 3.50033
664 1 0.904837 6.12228
664 2 0.778801 2.84409
664 2 0.778801 2.84409
664 3 0.860708 4.48464
664 3 0.860708 4.48464
664 4 0.704688 2.02529
664 4 0.860708 4.48464
665 4 0.904837 6.12228
665 4 0.818731 3.50033
665 5 0.860708 4.48464
665 5 0.740818 2.37584
665 6 0.704688 2.02529
665 6 0.818731 3.50033
665 7 0.740818 2.37584
665 7 0.951229 9.38076
666 3 0.704688 2.02529
666 3 0.522046 0.983905
666 4 0.740818 2.37584
666 4 0.637628 1.53644
666 5 0.67032 1.75333
666 5 0.778801 2.84409
666 6 0.606531 1.35963
666 6 0.67032 1.75333
667 1 0.67032 1.75333
667 1 0.606531 1.35963
667 2 0.606531 1.35963
667 2 0.637628 1.53644
667 3 0.818731 3.50033
667 3 0.67032 1.75333
667 4 0.67032 1.75333
667 4 0.637628 1.53644
668 3 0.778801 2.84409
668 3 0.818731 3.50033
668 4 0.637628 1.53644
668 4 0.704688 2.02529
668 5 0.818731 3.50033
668 5 0.740818 2.37584
668 6 0.860708 4.48464
668 6 0.778801 2.84409
669 1 0.778801 2.84409
669 1 0.740818 2.37584
669 2 0.818731 3.50033
669 2 0.860708 4.48464
669 3 0.860708 4.48464
669 3 0.778801 2.84409
669 4 0.740818 2.37584
669 4 0.860708 4.48464
670 0 0.548812 1.0893
670 0 0.67032 1.75333
670 1 1 19
670 1 0.67032 1.75333
670 2 0.704688 2.02529
670 2 0.904837 6.12228
670 3 0.67032 1.75333
670 3 0.818731 3.50033
671 0 0.740818 2.37584
671 0 0.637628 1.53644
671 1 0.740818 2.37584
671 1 0.704688 2.02529
671 2 0.67032 1.75333
671 2 0.778801 2.84409
671 3 0.606531 1.35963
671 3 0.57695 1.21289
672 10 0.860708 4.48464
672 10 0.778801 2.84409
672 11 0.904837 6.12228
672 11 0.704688 2.02529
672 12 0.740818 2.37584
672 12 0.740818 2.37584
672 13 0.860708 4.48464
672 13 0.740818 2.37584
673 5 0.548812 1.0893
673 7 0.67032 1.75333
673 8 0.818731 3.50033
673 9 0.740818 2.37584
674 0 0.818731 3.50033
674 0 0.67032 1.75333
674 0 0.704688 2.02529
674 1 0.740818 2.37584
674 1 0.778801 2.84409
674 1 0.740818 2.37584
674 2 0.740818 2.37584
674 2 0.818731 3.50033
674 2 0.606531 1.35963
674 3 0.704688 2.02529
674 3 0.637628 1.53644
674 3 0.904837 6.12228
674 3 0.860708 4.48464
674 3 0.740818 2.37584
674 4 0.740818 2.37584
675 10 0.740818 2.37584
675 10 0.778801 2.84409
675 12 0.67032 1.75333
675 12 0.740818 2.37584
675 12 0.740818 2.37584
675 12 0.904837 6.12228
675 13 0.704688 2.02529
675 13 0.740818 2.37584
676 0 0.904837 6.12228
676 0 0.778801 2.84409
676 1 0.67032 1.75333
676 2 0.818731 3.50033
676 2 0.740818 2.37584
676 2 0.704688 2.02529
676 3 0.740818 2.37584
676 3 0.740818 2.37584
676 4 0.740818 2.37584
676 4 0.740818 2.37584
676 4 0.67032 1.75333
676 4 0.740818 2.37584
676 4 0.67032 1.75333
677 1 0.818731 3.50033
677 1 0.818731 3.50033
677 2 0.778801 2.84409
677 3 0.860708 4.48464
677 4 0.818731 3.50033
677 4 0.740818 2.37584
677 4 0.704688 2.02529
677 4 0.860708 4.48464
677 4 0.778801 2.84409
677 4 0.740818 2.37584
677 4 0.818731 3.50033
677 5 0.818731 3.50033
677 5 0.904837 6.12228
678 8 0.778801 2.84409
678 8 0.740818 2.37584
678 9 0.778801 2.84409
678 10 0.704688 2.02529
679 0 0.860708 4.48464
679 0 0.67032 1.75333
679 2 0.740818 2.37584
679 2 0.704688 2.02529
679 2 0.740818 2.37584
679 4 0.818731 3.50033
679 4 0.778801 2.84409
679 4 0.778801 2.84409
679 4 0.860708 4.48464
679 4 0.818731 3.50033
679 4 0.740818 2.37584
680 1 0.778801 2.84409
680 2 0.778801 2.84409
680 2 0.740818 2.37584
680 3 0.704688 2.02529
680 3 0.818731 3.50033
680 3 0.818731 3.50033
680 3 0.818731 3.50033
680 3 0.778801 2.84409
680 4 0.740818 2.37584
680 5 0.740818 2.37584
680 5 0.637628 1.53644
680 5 0.704688 2.02529
681 1 0.860708 4.48464
681 1 0.818731 3.50033
681 1 0.778801 2.84409
681 2 0.860708 4.48464
681 2 0.67032 1.75333
681 3 0.57695 1.21289
681 4 0.740818 2.37584
681 4 0.818731 3.50033
682 8 0.740818 2.37584
682 8 0.860708 4.48464
682 9 0.704688 2.02529
682 9 0.818731 3.50033
682 11 0.778801 2.84409
682 11 0.818731 3.50033
682 11 0.778801 2.84409
682 11 0.704688 2.02529
682 11 0.904837 6.12228
682 11 0.606531 1.35963
682 12 0.860708 4.48464
682 12 0.606531 1.35963
683 10 0.740818 2.37584
683 10 0.606531 1.35963
683 11 0.740818 2.37584
683 12 0.704688 2.02529
683 12 0.637628 1.53644
683 13 0.740818 2.37584
683 13 0.818731 3.50033
683 14 0.740818 2.37584
683 14 0.704688 2.02529
684 10 0.778801 2.84409
684 10 0.818731 3.50033
684 11 0.778801 2.84409
684 11 0.704688 2.02529
684 11 0.778801 2.84409
684 13 0.704688 2.02529
684 13 0.704688 2.02529
684 14 0.904837 6.12228
684 14 0.740818 2.37584
685 7 0.67032 1.75333
685 7 0.740818 2.37584
685 7 0.860708 4.48464
685 8 0.637628 1.53644
685 9 0.778801 2.84409
685 9 0.67032 1.75333
685 10 0.637628 1.53644
685 10 0.637628 1.53644
685 10 0.548812 1.0893
686 4 0.860708 4.48464
686 6 0.740818 2.37584
686 6 0.704688 2.02529
686 7 0.818731 3.50033
686 7 0.818731 3.50033
686 7 0.740818 2.37584
686 8 0.860708 4.48464
686 8 0.818731 3.50033
686 8 0.818731 3.50033
686 8 0.740818 2.37584
687 1 0.778801 2.84409
687 1 0.67032 1.75333
687 1 0.778801 2.84409
687 1 0.818731 3.50033
687 1 0.818731 3.50033
687 1 0.778801 2.84409
687 2 0.818731 3.50033
687 3 0.860708 4.48464
687 3 0.704688 2.02529
687 4 0.818731 3.50033
687 4 0.860708 4.48464
687 5 0.778801 2.84409
687 5 0.704688 2.02529
688 9 0.740818 2.37584
688 11 0.67032 1.75333
688 11 0.778801 2.84409
688 11 0.904837 6.12228
688 12 0.818731 3.50033
688 12 0.818731 3.50033
688 13 0.818731 3.50033
689 6 0.57695 1.21289
689 9 0.67032 1.75333
689 9 0.778801 2.84409
689 10 0.606531 1.35963
690 11 0.778801 2.84409
690 11 0.904837 6.12228
690 12 0.860708 4.48464
690 12 0.740818 2.37584
690 13 0.704688 2.02529
690 13 0.740818 2.37584
690 14 0.704688 2.02529
690 14 0.778801 2.84409
690 14 0.704688 2.02529
690 15 0.778801 2.84409
690 15 0.637628 1.53644
690 15 0.860708 4.48464
690 15 0.778801 2.84409
691 5 0.704688 2.02529
691 5 0.704688 2.02529
691 5 0.818731 3.50033
691 5 0.606531 1.35963
691 7 0.637628 1.53644
691 7 0.740818 2.37584
691 7 0.778801 2.84409
691 7 0.67032 1.75333
691 8 0.522046 0.983905
691 8 0.637628 1.53644
691 9 0.637628 1.53644
692 3 0.740818 2.37584
692 4 0.818731 3.50033
692 4 0.778801 2.84409
692 5 0.818731 3.50033
692 5 0.951229 9.38076
692 5 0.904837 6.12228
692 6 0.704688 2.02529
692 6 0.778801 2.84409
692 6 0.904837 6.12228
692 6 0.904837 6.12228
692 7 0.740818 2.37584
692 7 0.818731 3.50033
693 0 0.778801 2.84409
693 1 0.778801 2.84409
693 1 0.704688 2.02529
693 3 0.860708 4.48464
693 3 0.740818 2.37584
693 4 0.778801 2.84409
693 4 0.740818 2.37584
694 0 0.67032 1.75333
694 1 0.778801 2.84409
694 2 0.740818 2.37584
694 2 0.704688 2.02529
694 2 0.818731 3.50033
694 2 0.818731 3.50033
694 3 0.704688 2.02529
694 3 0.740818 2.37584
694 4 0.778801 2.84409
694 4 0.818731 3.50033
694 4 0.740818 2.37584
694 4 0.740818 2.37584
694 4 0.67032 1.75333
695 2 0.740818 2.37584
695 2 0.860708 4.48464
695 3 0.740818 2.37584
695 3 0.904837 6.12228
695 4 0.778801 2.84409
695 5 0.704688 2.02529
695 6 0.818731 3.50033
696 0 0.818731 3.50033
696 0 0.704688 2.02529
696 0 0.740818 2.37584
696 0 0.860708 4.48464
696 0 0.904837 6.12228
696 1 0.860708 4.48464
696 1 0.778801 2.84409
696 2 0.637628 1.53644
696 3 0.704688 2.02529
696 3 0.818731 3.50033
696 3 0.778801 2.84409
696 4 0.778801 2.84409
697 16 0.904837 6.12228
697 16 0.67032 1.75333
697 16 0.67032 1.75333
697 17 0.904837 6.12228
697 17 0.606531 1.35963
697 18 0.704688 2.02529
697 18 0.818731 3.50033
697 19 0.704688 2.02529
697 19 0.704688 2.02529
697 19 0.818731 3.50033
697 19 0.637628 1.53644
697 20 0.548812 1.0893
698 1 0.704688 2.02529
698 2 0.740818 2.37584
698 3 0.740818 2.37584
698 5 0.704688 2.02529
698 5 0.57695 1.21289
698 5 0.606531 1.35963
698 5 0.57695 1.21289
698 5 0.548812 1.0893
699 4 0.740818 2.37584
699 4 0.637628 1.53644
699 4 0.740818 2.37584
699 4 0.778801 2.84409
699 5 0.904837 6.12228
699 5 0.67032 1.75333
699 5 0.704688 2.02529
699 5 0.606531 1.35963
699 6 0.637628 1.53644
699 6 0.704688 2.02529
699 6 0.818731 3.50033
699 6 0.637628 1.53644
699 7 0.704688 2.02529
699 7 0.637628 1.53644
699 7 0.740818 2.37584
699 7 0.67032 1.75333
699 7 0.704688 2.02529
699 8 0.818731 3.50033
699 8 0.740818 2.37584
699 8 0.778801 2.84409
700 0 0.740818 2.37584
700 0 0.904837 6.12228
700 1 0.740818 2.37584
700 1 0.860708 4.48464
700 1 0.778801 2.84409
700 2 0.778801 2.84409
700 3 0.704688 2.02529
700 3 0.67032 1.75333
700 4 0.704688 2.02529
700 4 0.704688 2.02529
700 4 0.704688 2.02529
700 4 0.818731 3.50033
700 4 0.704688 2.02529
701 1 0.818731 3.50033
701 1 0.778801 2.84409
701 1 0.818731 3.50033
701 2 0.778801 2.84409
701 2 0.951229 9.38076
701 2 0.904837 6.12228
701 3 0.818731 3.50033
701 3 0.860708 4.48464
701 3 0.860708 4.48464
701 3 0.778801 2.84409
701 4 0.818731 3.50033
702 0 0.740818 2.37584
702 0 0.67032 1.75333
702 2 0.778801 2.84409
702 2 0.818731 3.50033
702 3 0.778801 2.84409
702 4 0.704688 2.02529
703 4 0.637628 1.53644
703 5 0.818731 3.50033
703 5 0.637628 1.53644
703 5 0.778801 2.84409
703 6 0.818731 3.50033
703 6 0.778801 2.84409
703 8 0.67032 1.75333
704 2 0.860708 4.48464
704 2 0.778801 2.84409
704 2 0.818731 3.50033
704 3 0.778801 2.84409
704 4 0.740818 2.37584
704 5 0.818731 3.50033
704 5 0.860708 4.48464
704 6 0.778801 2.84409
704 6 0.818731 3.50033
705 1 0.704688 2.02529
705 1 0.904837 6.12228
705 1 0.740818 2.37584
705 1 0.740818 2.37584
705 1 0.67032 1.75333
705 2 0.704688 2.02529
705 2 0.637628 1.53644
705 2 0.778801 2.84409
705 2 0.704688 2.02529
705 3 0.860708 4.48464
705 3 0.778801 2.84409
705 4 0.740818 2.37584
705 5 0.740818 2.37584
706 2 0.637628 1.53644
706 2 0.740818 2.37584
706 4 0.637628 1.53644
706 5 0.704688 2.02529
706 5 0.67032 1.75333
706 5 0.740818 2.37584
706 5 0.704688 2.02529
706 6 0.860708 4.48464
707 7 0.704688 2.02529
707 7 0.818731 3.50033
707 7 0.740818 2.37584
707 7 0.704688 2.02529
707 7 0.818731 3.50033
707 8 0.860708 4.48464
707 8 0.67032 1.75333
707 9 0.637628 1.53644
707 10 0.637628 1.53644
707 10 0.778801 2.84409
707 10 0.740818 2.37584
707 11 0.778801 2.84409
707 11 0.818731 3.50033
707 11 0.67032 1.75333
707 11 0.818731 3.50033
708 1 0.904837 6.12228
708 3 0.860708 4.48464
708 3 0.951229 9.38076
708 4 0.860708 4.48464
708 5 0.951229 9.38076
708 5 0.818731 3.50033
708 5 0.860708 4.48464
709 5 0.637628 1.53644
709 5 0.778801 2.84409
709 8 0.704688 2.02529
709 8 0.496585 0.893065
709 9 0.606531 1.35963
709 9 0.704688 2.02529
710 0 0.704688 2.02529
710 0 0.704688 2.02529
710 1 0.704688 2.02529
710 1 0.704688 2.02529
